Periodo,Area,Subarea,Antiguedad,eNPS_Score,Motivation_Score,Manager_NPS,Liderazgo_Texto,Mejoras_Texto,Mejoras_Categoria,Valoras_Texto,Valoras_Categoria,Salario_Satisfecho,Lider_Claro_Objetivos,Lider_Comunica_Prioridades,Lider_Da_Feedback,Lider_Incentiva_Colaboracion,Lider_Da_Herramientas,Lider_Referente_Cultura
Q2 2025,Tech,Desarrollo Front,0 a 3 meses,9,8,7,siento que aveces le falta profundizar en tareas puntuales ,el ambiente laboral en bia es muy agradable para trabajar ,Cultura y Liderazgo,"podria colocar un 9 - 10 pero el area esta pasando por un proceso de nuevo liderazgo , nuevas metodologias de trabajo",Equipo y Cultura,Si.,Parcialmente.,Si.,Parcialmente.,Si.,Si.,Si.
Q2 2025,Operaciones,CGM,Más de 2 años,8,9,10,"Es un lider que se esfuerza por aprender y compartir lo que sabe. Escucha siempre y es muy abierto con los temas del area. Es referente en conocimiento sobre la industria y los procesos, se sabe adaptar a las circustancias. ","Es una empresa que permite explorar nuevas herramientas y conocimientos en el camino, pese a ser una operación e intensidad de trabajo fuerte, me parece interesante dar esos espacios un poco mas a los profesionales de la compañía.",Procesos y Herramientas,Me encuentro motivado de trabajar día a día en Bia y las oportunidades diarias de aprendizaje. ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Tech,QA,Más de 1 año,10,10,10,"Mi lider ha sido fundamental en todo mi proceso en la empresa, brindando apoyo cuando ha sido necesario",Todo me parece muy bueno,General / Otros,Tengo posibilidades de crecer junto a Bia y mejorar mi vida,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Tech,Desarrollo Back,0 a 3 meses,10,10,10,"Es una persona capaz y siempre dispuesto , del cual siempre se puede aprender",Acompañamiento en los primeros dias,Cultura y Liderazgo,Bastante motivada Bia es un lugar de aprendizaje y grandes retos,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Tech,Desarrollo Back,Más de 2 años,6,7,9,"Mi lider siempre ha sido claro con los objetivos, ha estado pendiente de resolver cualquier duda","Una forma clave de mejorar la experiencia del colaborador en Bia es evitar que las personas sean tratadas como máquinas, sin emociones ni contexto.

Hace poco, muchos backend developers —profesionales competentes— fueron despedidos con la justificación de que la empresa no continuaría desarrollando tanto software y que sus servicios ya no eran necesarios. Sin embargo, apenas dos meses después se reabrieron procesos de contratación para esos mismos perfiles. Esto deja una sensación de inconsistencia y desvalorización.

Me pregunto: ¿por qué no se optó por reubicar a esos colaboradores dentro de la organización en lugar de despedirlos? Si un rol empieza a solaparse con el de otro, ¿por qué no hablar con la persona afectada, explicarle la situación y ofrecerle la posibilidad de asumir un nuevo reto o ser reasignado a otra área?

Este tipo de decisiones más humanas y transparentes generarían mucha más seguridad, confianza y sentido de pertenencia entre los empleados. Reubicar antes que despedir debería ser una política fundamental para cuidar el talento y fortalecer la cultura de la empresa.",Sin comentarios,"Antes, muchos de nosotros nos sentíamos desanimados debido a los despidos repentinos, lo que generó un ambiente de inestabilidad e inconformidad.

Con la llegada de Guillermo, siento que Bia ha recuperado su esencia: volvió a tratarnos como personas, no como máquinas bajo la incertidumbre constante de perder el empleo. Guillermo supo cómo acercarse, mostrándose genuinamente interesado por nuestro bienestar. No llegó hablando directamente de trabajo, sino preguntándonos cómo nos sentíamos en la empresa, lo cual marcó una gran diferencia.

Nos ha motivado tanto en lo laboral como en lo financiero, ha logrado unir al equipo y ha traído consigo una energía muy positiva. Por eso califico la respuesta anterior con un 7. Tal vez, de no haber ocurrido este cambio, habría calificado con un 3.",Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Tech,Desarrollo Back,Más de 3 años,6,7,2,"no tenemos 1:1 , siempre esta ocupado","creo q deberiamos valorar mas el esfuerzo de la gente, asi mismo como buscar que el esfuerzo de la gente realmente vaya a donde se requiere",Cultura y Liderazgo,"a veces se siente presion injustificada, el hablar mas fuerte y duro es como lo que realmente importa",Sin comentarios,Si.,No.,No.,No.,No.,No.,No.
Q2 2025,Tech,QA,0 a 3 meses,9,8,8,"Es una persona que tiene un conocimiento amplio del negocio y las herramientas que utilizan, puede causar un poco de tensión en el equipo en momentos específicos","Ajuste salarial acorde a los cargos y funciones, seguro para los equipos de la empresa que usa cada colaborador teniendo en cuenta riesgos en traslados al lugar de trabajo",Beneficios y Salario,Encuentro un espacio valioso para aprender y crecer profesionalmente,Crecimiento y Aprendizaje,No.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Tech,Desarrollo Back,Más de 2 años,9,8,10,Es una persona que busca dar soluciones teniendo en cuenta las necesidades de la empresa y buscando la integrabilidad de todo el flujo del proceso ,Creo que los cambios tan constantes han perjudicado la continuidad de algunos proyectos y proceso ,Procesos y Herramientas,Incertidumbre en cuanto a la estabilidad laboral ,Sin comentarios,Si.,Si.,Si.,Si.,Si.,Parcialmente.,Si.
Q2 2025,Tech,Desarrollo Back,0 a 3 meses,10,10,10,"Es una persona muy amable y buena técnicamente, es un referente para toda la empresa  en tecnología, adicional de que tiene todo el contexto tecnológico, sin embargo es una persona muy ocupada por lo que aveces no tiene tiempo.",Con un plan de beneficios como medicina prepagada o similares.,Plan de Carrera y Capacitación,Llevo muy poco tiempo en la empresa por lo que aún me encuentro muy motivado de aprender sobre como funciona tecnologicamente,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Parcialmente.,Parcialmente.,Si.
Q2 2025,Finanzas,Contabilidad y Taxes,Más de 1 año,9,9,10,"Dani Carvajal además de ser una persona muy rápida e inteligente, es paciente, nos enseña y nos brinda las herramientas y los espacios para realizar nuestras labores de forma autónoma y responsable. ","Pienso que sería bueno a nivel profesional que nos capacitaran en nuestro caso sobre la norma, reformas etc, estos espacios aunque demandan tiempo son muy productivos a nivel profesional.",Bienestar y Balance,"Bia me permitió crecer profesionalmente, a trabajar de una manera diferente; el ver la calidad de personas a nivel profesional y la capacidad que tienen de inventar, innovar, genera en mi motivación y me invita a  prepararme y hacer mis funciones de la mejor manera posible. ",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Tech,QA,0 a 3 meses,9,9,9,"Considero que mi líder ha sido un referente positivo en términos de motivación y acompañamiento. Ha mostrado claridad en la comunicación de prioridades y apertura para escuchar propuestas o dificultades. Le doy un 9 porque aún hay oportunidades para fortalecer el seguimiento más cercano de algunas tareas o retos individuales, pero en general valoro mucho su disposición y liderazgo","Siento que Bia ha avanzado mucho en crear una cultura cercana y de confianza. Se valora la comunicación abierta, el trabajo colaborativo y el bienestar del equipo. Me gusta que hay espacios para compartir ideas, participar activamente y que se reconoce el esfuerzo. Eso hace que como colaborador me sienta parte de algo importante",Sin comentarios,"Me siento muy motivada porque disfruto los retos del rol, el impacto que tiene mi trabajo en el producto, y la oportunidad de seguir aprendiendo. Además, valoro el ambiente de colaboración y la apertura para proponer ideas. No doy un 10 simplemente porque creo que aún se pueden seguir fortaleciendo algunos procesos de comunicación y definición de prioridades, pero en general me siento muy comprometida con Bia",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Operaciones,Técnicos electricistas,0 a 3 meses,9,9,8,"En el poco tiempo que llevo, sería agradable que tuviera esa oportunidad de lo que es podido percibir ",Vamos por muy buen camino,Sin comentarios,"La motivación es propia del trabajador, el cual decide si es de sus grado o no hacer lo que hace, en mi caso amo mi trabajo por ende me apasiona, solo falta ese poquito para lograr el 10, en que sentido en que me gustaría aprender más de las implementaciones nuevas ",Crecimiento y Aprendizaje,Si.,Si.,Si.,Parcialmente.,Si.,Si.,Si.
Q2 2025,Operaciones,CGM,0 a 3 meses,9,10,9,"Contamos con un líder que nos vincula directamente a los lineamientos directivos y objetivos macro, sembrando en cada uno de nosotros la oportunidad de comprender, planear, gestionar y entregar resultados que sumen de verdad a nuestros objetivos empresariales.","Ayudar a profundizar en sus funciones de cara al negocio (base regulatoria y de comercialización), lo demás esta super todas las actividades de People.",Bienestar y Balance,"La oportunidad de mejora en procesos, impacto a nivel del mercado eléctrico y crecimiento de la compañía me motivan a estar acá. ",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Producto,VP,Más de 1 año,10,9,9,"Considero que mi líder representa los valores de Bia y los vive a diario, y en particular es un ejemplo claro y sólido de slef-management y problem-solving.

En lo que respondí parcialmente, es principalmente porque naturalmente por su background y responsabilidades específicas, no cuenta con experiencia ni conocimiento profundo de mi área, lo que puede limitarle perspectiva y así mismo mayor involucramiento.

Hay un ítem en particular en el que considero que puede trabajar y que potenciaría más su liderazgo, y es que en ocasiones hay mensajes que podrían regularse para que generen el impacto esperado en las personas.",Principalmente con priorización clara y real.,Procesos y Herramientas,"La visión de mediano y largo plazo de Bia es un gran motivador porque podemos ser parte de algo gigante desde sus inicios. También son emocionantes los retos y proyectos que abordamos, más ahora que iniciamos el proyecto de inteligencia artificial para toda la empresa.",Crecimiento y Aprendizaje,Parcialmente.,Parcialmente.,Si.,Parcialmente.,Si.,Parcialmente.,Si.
Q2 2025,Operaciones,Success,0 a 3 meses,9,10,9,"Mi líder brinda claridad en responsabilidades, prioridades y apoyo al equipo. Sin embargo, considero que el feedback podría ser más constante y puntual para facilitar mejoras continuas en el desempeño.","Una forma de mejorar la experiencia de los colaboradores podría ser fortaleciendo los espacios de retroalimentación y reconocimiento, promoviendo aún más la comunicación abierta y el desarrollo profesional.",Sin comentarios,Califico con 10 porque me siento muy motivada trabajando en Bia. Me gusta el propósito de la empresa y las oportunidades de aprendizaje que tengo día a día,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Parcialmente.,Si.,Si.,Si.
Q2 2025,Acquisition,VP,Más de 2 años,8,8,9,Sebastián está buscando lo mejor para la compañía. En todas sus decisiones se nota este empuje. Es importante cuidar algunas palabras y la motivación de algunos equipos.,Definitivamente creo que es un gran lugar para una persona excelente. No creo que sea para todo el mundo definitivamente.,Sin comentarios,,Sin comentarios,Parcialmente.,Si.,Parcialmente.,No.,Si.,Parcialmente.,Si.
Q2 2025,Finanzas,Contabilidad y Taxes,Más de 2 años,8,10,10,"Mi líder, además de ser un excelente profesional es una excelente persona, que siempre vela por las responsabilidades del equipo sin dejar de lado la calidad humana.","Capacitaciones, herramientas que permitan el desarrollo profesional.",Plan de Carrera y Capacitación,"Considero que Bia es una empresa que valora el esfuerzo y brinda oportunidades a quienes por su esfuerzo y desempeño, se las merecen.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Parcialmente.,Si.
Q2 2025,Legal,,Más de 2 años,10,10,10,"Considero que mi líder demuestra constantemente una gestión efectiva, nos motiva con claridad de propósito y siempre busca nuestro desarrollo individual y grupal. Se comunica con transparencia, está aprendiendo a escuchar activamente y genera un ambiente de confianza que nos impulsa a dar lo mejor de nosotros.",Beneficios adicionales a los trabajadores,Beneficios y Salario,Bia por la calidad de negocio ofrece un reto profesional de crecimiento enorme. Adicionalmente mi lider constantemente está presionando para que haya crecimiento.,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Parcialmente.,Si.,Parcialmente.,Si.
Q2 2025,Legal,,Más de 2 años,10,10,10,"Mi líder entiende la estrategia del negocio y es muy asertiva con cada comunicación, por lo que considero que es un referente de gestión, motivación y desarrollo en nuestro equipo.","No tengo mucho por decir pero si tuviera que mencionar algún punto, veo algunos aspectos que pueden hacer más amena la estadía en la oficina, como podría ser una máquina de café o beneficios extrasalariales que impactan profundamente en el estilo de vida del trabajador como medicina prepagada.",Beneficios y Salario,Me siento muy motivada porque todos los días puedo aprender cosas nuevas y entrenar mis conocimientos en un sector interesante.,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Tech,Automation,4 meses a 6 meses,7,8,8,"Mi lider es muy bueno, podría ser mejor en cuanto a habilidades comunicativas. ",.,Sin comentarios,.,Sin comentarios,No.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Acquisition,Ops,Más de 2 años,10,10,10,"Gran apoyo como lider, impulsa crecimiento en temas claves para la empresa",a,Sin comentarios,Muchas oportunidades de aprender y crecer profesionalmente mientras se genera impacto.,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q2 2025,Acquisition,Ops,Más de 1 año,8,8,9,Mi líder es referente de cultura Bia y ayuda a mmi crecimiento,Otro día remoto ,Bienestar y Balance,Los retos me ayudan a crecer,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Marketing,Brand,0 a 3 meses,9,8,9,todo vien,todo bien,Sin comentarios,todo,General / Otros,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Marketing,Partnerships,0 a 3 meses,10,10,10,Es muy llevadero. Entiende el contexto de todo el mundo en el equipo y emite mucha confianza. ,Por el momento no mucho,General / Otros,La motivación a crecer de todo el mundo. ,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Sales,,6 meses a 1 año,6,7,10,"Es una persona demasiado estructurada, que conoce mucho del negocio y sobre su cargo, lo que motiva, define un camino claro del crecimiento profesional, e inspira a seguir aprendiendo. ","Caminos claros de crecimiento profesional, jerarquía de asensos, que metas debo sobre cumplir para escalar, crecimiento salarial, incentivos de la empresa. ",Plan de Carrera y Capacitación,El Desarrollo que uno puede tener en un cargo,Crecimiento y Aprendizaje,No.,Si.,Si.,Si.,Parcialmente.,Si.,Si.
Q3 2025,Sales,,Más de 2 años,8,7,10,"Le doy un 10 porque es un líder excepcional. Es una gran persona y un profesional admirable, que genuinamente se preocupa por el equipo, nos cuida y nos motiva cada día. Siempre está dispuesto a enseñarnos, guiarnos y darnos confianza para crecer. Su forma de liderar inspira y hace que uno quiera dar lo mejor.","Creo que la experiencia podría mejorar si se reducen las incertidumbres y se fortalecen los espacios de comunicación clara y respetuosa con los colaboradores. Cuando se comparten las decisiones de manera abierta y oportuna, se genera confianza y compromiso. Así, las presiones del día a día pueden transformarse en retos positivos que motiven, en lugar de generar incertidumbre o ansiedad.",Sin comentarios,"Lo que más valoro de formar parte de Bia es el compañerismo y el trabajo en equipo. Se siente un ambiente colaborativo donde todos estamos dispuestos a apoyarnos. Además, la confianza que se nos da para autogestionarnos y asumir responsabilidades con autonomía hace que uno crezca profesional y personalmente.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Producto,PM & Delivery,Más de 2 años,7,8,9,Estoy muy contenta con mi lider ,- Tener planes concretos en como podríamos tener aumentos salariales o ascensos,Plan de Carrera y Capacitación,"- La cultura, la gente y que todos los días me siento muy retada tanto por mi lider, mi equipo y stakeholders ",Equipo y Cultura,Parcialmente.,Si.,Parcialmente.,Si.,Si.,Parcialmente.,Si.
Q3 2025,Operaciones,FieldOps,Más de 1 año,10,10,8,"Buen líder, aprende y enseña del grupo",Espero crecer mucho más en Bia laboral y personalmente ,Sin comentarios,Tienen en cuenta los esfuerzos que hacemos cada día. Aparte están muy pendientes de su personal espero que siga así y que mejore mucho más ,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Marketing,Partnerships,Más de 1 año,10,10,10,Juancho es el mejor lider con el que he trabajado tanto en Bia como en otros trabajos,,Sin comentarios,Oportunidades de crecimiento,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Marketing,Partnerships,6 meses a 1 año,8,8,10,"Mi líder me motiva diariamente, confía en mí y me da responsabilidades que impulsan mi crecimiento. Además, siempre me escucha, me incluye y valora mis aportes.","Me gustaría sentir mayor estabilidad y confianza a largo plazo, para poder recomendar con tranquilidad a más personas talentosas que podrían aportar a la compañía.",Sin comentarios,El aprendizaje constante. Cada día es diferente y me enfrento a retos que me hacen crecer y fortalecerme como profesional.,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,"AI, Automation & Data",,Más de 2 años,10,9,8,"- Es una persona que entiende muy bien el negocio y las necesidades.
- Flexible ante el cambio. 
- Nos gustaría que esté más presente en el día a día ayudándonos en lo táctico.","Me encanta la priorización del foco y los periodos de 3 meses, creo que esto va a brindar a la compañía una estructura flexible sobre todo en la etapa en la que nos encontramos. 

Últimamente he descubierto, que a pesar de que tenemos gente brillante que lo entrega todo, la cultura de Bia es muy pasiva. Deberíamos tener más espacios que nos permitan subir la vara, por ahora los espacios como compañía son muy centrados en divertirnos y en fraternizar, pero no en hacernos mejores profesionales.",Sin comentarios,"Creo que estamos cambiando la industria y el mundo, y que lo que hemos logrado hasta ahora es solo una micra de dónde vamos a llegar. Crecer con Bia ha sido emocionante.",Impacto y Propósito,Parcialmente.,Si.,Si.,Si.,Parcialmente.,Si.,Si.
Q3 2025,"AI, Automation & Data",,Más de 1 año,9,8,10,Mi líder directo es muy claro con las directrices de la compañía y siempre dedica el tiempo necesario a socializar la estrategia de la compañía y también está presente en los espacios en donde pasamos de lo estratégico a lo táctico y técnico.,Emplear espacios enfocados en el desarrollo de los profesionales.,Sin comentarios,La cultura que tenemos permite un crecimiento constante y acelerado de los profesionales.,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Energy,,Más de 2 años,8,9,9,"Reconozco su gestión increíble y el apoyo que brinda al equipo. Sería valioso seguir fortaleciendo la priorización de tareas, para que podamos enfocarnos mejor y manejar de forma más equilibrada la carga laboral.","Me gustaría que Bia siga siendo una compañía que reta, que construye y que crece junto con su gente. Que mantenga ese espíritu innovador y siga valorando el trabajo de todos, reconociendo el aporte que cada persona hace para lograr los resultados. Eso es lo que hace que trabajar aquí se sienta significativo y motivador.",Sin comentarios,"Valoro el propósito que mueve a Bia, el trabajo en equipo y la oportunidad de aportar en proyectos que generan impacto real. Es un lugar donde se aprende y se crece cada día.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,FieldOps,Más de 1 año,7,8,10,Tengo un excelente lider que brinda claridad estratégica.,Trabajar en beneficios como pre pagada u otros similares. Que los resultados vengan acompañados con crecimiento para las personas que tienen logros importantes dentro de la compañía.,Plan de Carrera y Capacitación,Un ambiente de alto desempeño donde nos retamos constantemente ,Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,"AI, Automation & Data",,Más de 1 año,9,9,9,"Mi líder es un referente de disciplina, determinación y solución de problemas, y lo transmite con el ejemplo. Este nivel de ejemplo me inspira para exigirme a diario y mantener mi enfoque y determinación.","Si bien, le recomendaría a todo el mundo trabajar en Bia porque sería seguramente la experiencia más retadora, enriquecedora y emocionante que podrían experimentar en su vida, soy consciente de que en Bia podría entrar cualquier persona.

Mi experiencia dentro de Bia mejorará con el crecimiento explosivo y emocionante que vamos a experimentar en 2026, esto solo pinta para mejorar!",Plan de Carrera y Capacitación,"Que somos una empresa que trabaja en la cultura todos los días, y que esto se transmite a la capacidad de ejecución que seguimos desarrollando y fortaleciendo constantemente, y es coherente con la ambición que tenemos todos dentro del equipo de hacer algo grande, con impacto y con propósito.",Equipo y Cultura,Parcialmente.,Parcialmente.,Si.,Parcialmente.,Si.,Si.,Parcialmente.
Q3 2025,UX,Concierge,0 a 3 meses,9,9,9,"considero que mi líder inspira con el ejemplo, brinda acompañamiento constante y fomenta el desarrollo del equipo. Aún hay aspectos que pueden fortalecerse, pero en general es un referente muy positivo en gestión y motivación. Podría trabajar un poco en la manera en como dice las cosas cuando haya algún ""choque"". Pero de resto, es una persona que está siempre dispuesta a colaborar ","podríamos fortalecer aún más los espacios de reconocimiento y retroalimentación, así como promover más instancias de comunicación entre áreas para facilitar el trabajo colaborativo y mantener la motivación alta.",Comunicación Interna,"Lo que más valoro de formar parte de Bia es el propósito que tiene la empresa y la oportunidad de contribuir a transformar el sector energético. Me gusta sentir que mi trabajo tiene impacto y que hago parte de un equipo comprometido, colaborativo y con buena energía.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Parcialmente.,Si.,Si.,Si.
Q3 2025,"AI, Automation & Data",,0 a 3 meses,9,10,10,"Tengo plena confianza y seguridad en mi líder, demuestra un compromiso genuino con el bienestar y desarrollo de su equipo. Se preocupa por cada colaborador, reconoce sus virtudes y fomenta un ambiente en el que todos tienen la oportunidad de participar y destacar su trabajo. Esta forma de liderazgo no solo motiva, sino que también impulsa el crecimiento profesional y personal de cada integrante. Él lo sabe porque se lo he hecho saber :D","Pienso que un día adicional de HO (rotativo incluso) ayudaría a tener un mejor equilibrio personal-laboral (como poder atender clases de tenis after work) al acortar tiempos de desplazamiento, además de darnos más flexibilidad para atacar ciertas tareas que requieren alta concentración. ",Sin comentarios,"La calidad humana de sus colaboradores, el ambiente de innovación constante y que todos los días son una oportunidad de aprender y conocer algo distinto.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Tech,Finanzas,Más de 2 años,8,9,9,Es un gran referente que se preocupa por su equipo y motivación del mismo.,"Incluir beneficios que en otras compañias existen como bonos, compensaciones, auxilios de internet, Bonos de bienestar, stocks options, Apoyo económico en educación disponible también para hijos, despues de x tiempo el equipo portatil es tuyo, cosas adicionales que le dan un plus al salario.",Beneficios y Salario,"La calidad de personas con quien se labora dia a dia, y la cultura de la empresa.",Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Operaciones,Ingeniería,Más de 1 año,8,6,9,"Mi líder, específicamente, es una persona muy calmada y metódica, cualidades que admiro profundamente. Estas características han contribuido a que tome decisiones acertadas, y considero que han sido determinantes para su crecimiento y para ocupar el rol actual.
Esto genera una gran sensación de seguridad, ya que ha sido alguien que ha trabajado arduamente junto al equipo y me ha brindado visibilidad sobre todas las oportunidades de mejora que se han aprovechado desde ingeniería.
","Podría mejorarse la experiencia evaluando el aspecto económico, ya que es un factor que generalmente genera una alta motivación. No se trata únicamente de reconocer méritos, sino de entender que existen roles específicos que aportan un valor significativo dentro de la compañía.
Considero que el rol actual que desempeña ingeniería se ha ampliado de tal manera que ha asumido más tareas y responsabilidades. Podría decirse incluso que se ha convertido en una mini área diseñada para blindar y activar a la compañía en contextos de riesgo técnico-regulatorio. Además, ha demostrado capacidad para enfrentar debates con actores del mercado que bloquean o dificultan la actividad económica principal. Por ejemplo, ORs que no permiten o imponen trabas, y frente a los cuales ingeniería ha estado presente, resolviendo cada reto uno a uno.
Son factores que podrían impulsar la evolución del rol como profesionales de medida, y que ojalá lleven a una reevaluación de la remuneración económica del cargo.
",Beneficios y Salario,"Los retos y la posibilidad de participar en la solución de problemas generan un alto valor al ser resueltos. El equipo de trabajo, más que ser un ""stopper"" constante, representa un camino y una pista de mejora continua. Considero que, en operaciones, esto ha sido clave para que seamos uno de los equipos que más valor genera dentro de la compañía.
Además, se trata de un trabajo muy heterogéneo, en el que el equipo, desde sus diversos perfiles, ha aportado y ha logrado aprender de manera colaborativa
",Crecimiento y Aprendizaje,No.,Si.,Parcialmente.,Parcialmente.,Si.,Parcialmente.,Si.
Q3 2025,"AI, Automation & Data",,6 meses a 1 año,7,7,8,"Mi líder ha sido un referente por su capacidad para guiar al equipo con claridad, promover la colaboración y brindar confianza para proponer nuevas ideas. Valoro su enfoque humano y estratégico. Considero que fortalecer la retroalimentación continua y el acompañamiento en el crecimiento individual podría potenciar aún más su liderazgo y el desarrollo del equipo.",Que la remuneración sea más acorde a la del mercado en general. ,Beneficios y Salario,Los retos constantes de cada día.,Crecimiento y Aprendizaje,No.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,UX,Retención,6 meses a 1 año,10,10,10,"Mi líder siempre acompaña los procesos, es de mucho detalle, le gustan las cosas de una manera y es clave seguir estas recomendaciones porque conoce y tiene claro, que impacto genera cada uno de nosotros en la organización y como debemos mostrar los resultados. Adicional, siempre cuestiona, valida lo que decimos para aseugrar que hay entendimiento en el desarrollo de iniciativas. Se involucra con los clientes, ayuda a movilizar con los steakholders. Tiene un conocimiento muy amplio d ela compañía. Siempre nos pone a pensar si esto que estamos dando es el 100% o el 150% y nos reta para lograr ese 150%. Lidera con el ejemplo. Es muy analitica, correlaciona situacoines y saca patrones de manera muy fácil, tiene una visual 360de los problemas y soluciones.  ","Ya lo han hecho con los espacios de manejo de fricciones y de Focus, eso nos cambió la vida, si bien a veces los clientes nos terminan cambiando la agenda un poco, siempre este espacio es super valioso para ser mas productivos, concentrarnos, analizar las situaciones, proponer cosas. De verdad muchas gracias! que aprendizaje de vida! ",Sin comentarios,"No hay status quo, siempre tenemos esa mentalidad de crecimeinto en ""ON"". Siento que he desarrollado la adaptabilidad y la creatividad a niveles que no había alcanzado antes.  ",General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Finanzas,Compras,Más de 1 año,9,9,10,Mi lider es una ficha clave de acompañamiento en mi proceso.,"Como en Bia es muy rápido crecer profesionalmente, me gustaría capacitaciones para aprender a implementar nuevas habilidades que requieren estos cargos.",Plan de Carrera y Capacitación,Trabajo ene equipo,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,Energy,,Más de 2 años,10,10,10,"Mi líder me motiva a ser cada vez mejor, promueve la orientación a resultados y me permite siempre ser escuchado ",No tengo sugerencias en este momento,Sin comentarios,Trabjar con un gran equipo de líderes que se quieren comer el mundo,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q3 2025,UX,Concierge,0 a 3 meses,6,7,7,"Aún me falta conocer y profundizar en la gestión de mi líder; sin embargo, considero que es un líder asertivo, carismático, dispuesto a ayudar y con un conocimiento amplio de Bia. Solo recomendaría organizar el equipo de trabajo por scuads para que cumplamos las diferentes tareas como equipo, adicional, que logre involucrar y promover más el trabajo en equipo entre nuevos y antiguos. ",Crear ambientes colaborativos en equipo. Estandarizar procesos y seguimientos (modelos operativos claros). Crear convenios en educación o cultura por ser empleados Bia. ,Procesos y Herramientas,Aprendizaje. ,Crecimiento y Aprendizaje,Si.,Parcialmente.,Si.,No.,Parcialmente.,Parcialmente.,Si.
Q3 2025,Producto,PM & Delivery,Más de 2 años,7,6,9,Creo que mi líder tiene una forma de liderazgo que motiva al equipo a dar su 100% y eso se evidencia en los resultados que logramos como equipo en el november plan. ,Disponibilizando herramientas o espacios para el aprendizaje que nuevas habilidades o habilidades que permitan reforzar el rol. ,Plan de Carrera y Capacitación,"Las personas, todos son seres humanos increibles que la dan toda en su trabajo y eso motiva a sacar lo mejor de uno",Equipo y Cultura,Parcialmente.,Si.,Si.,Parcialmente.,Si.,Parcialmente.,Si.
Q3 2025,UX,Concierge,6 meses a 1 año,8,8,10,Juan es un líder que logra que en medio de las urgencias y el día a día del área exista siempre un acompañamiento en lo que necesitamos como equipo. Sé que se esfuerza por lograr el balance entre las prioridades de la empresa y las prioridades que existen en el día a día de un concierge.,"Más allá de la naturaleza de constante movimiento de Bia, si es necesario mejorar el sentimiento de calma. Qué desde el centro de la empresa se puedan revisar las estructuras, procedimientos establecidos o crear nuevos procesos que permitan que en medio de la sensación de constantes de cambios podamos tener la oportunidad de sentirnos en calma o con soportes de procesos que si se pueden estandarizar.",Sin comentarios,"La empatía, el compañerismo, el sentir que siempre puedes acudir a alguien para encontrar la respuesta a lo que necesitas. Valoro mucho que siempre están buscando motivarnos a aprender, a mejorar nuestras habilidades para llevar la compañía a un estándar mucho más alto.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
